molecule_chembl_id,canonical_smiles,standard_value,drug_level
CHEMBL4285601,COc1cc2oc(C(=O)OCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,300.0,Active
CHEMBL4286731,COc1ccc2oc(C(=O)OCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,7490.0,Intermediate
CHEMBL4292446,COc1cc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,660.0,Active
CHEMBL4283079,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,2360.0,Intermediate
CHEMBL4290940,COc1ccc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,970.0,Active
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,22.0,Active
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,3030.0,Intermediate
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,300.0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,114.8,Active
CHEMBL4292399,Cl.Cl.Nc1ccc(O)c(Cn2cccn2)c1,844500.0,inactive
CHEMBL4286677,Cl.Cl.Nc1ccc(O)c(Cn2ccnc2)c1,482500.0,inactive
CHEMBL4294906,Cl.Cl.Nc1ccc(O)c(CN2CCOCC2)c1,270600.0,inactive
CHEMBL4288558,Cl.Cl.Nc1ccc(O)c(CN2CCCCC2)c1,456000.0,inactive
CHEMBL4282163,Cl.Cl.Nc1ccc(O)c(CN2CCCC2)c1,6300.0,Intermediate
CHEMBL4285213,CCCN(CCC)Cc1cc(N)ccc1O.Cl.Cl,131100.0,inactive
CHEMBL4280224,CCN(CC)Cc1cc(N)ccc1O.Cl.Cl,48300.0,inactive
CHEMBL4282360,CCCCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,1053500.0,inactive
CHEMBL4283986,CCCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,805100.0,inactive
CHEMBL4280848,CCCCN(C)Cc1cc(N)ccc1O.Cl.Cl,125200.0,inactive
CHEMBL4288742,CCCN(C)Cc1cc(N)ccc1O.Cl.Cl,1151000.0,inactive
CHEMBL4284261,CCN(C)Cc1cc(N)ccc1O.Cl.Cl,965100.0,inactive
CHEMBL4276921,CN(C)Cc1cc(N)ccc1O.Cl.Cl,1536500.0,inactive
CHEMBL4292574,CNCc1cc(N)ccc1O.Cl.Cl,333500.0,inactive
CHEMBL4280224,CCN(CC)Cc1cc(N)ccc1O.Cl.Cl,17800.0,inactive
CHEMBL4287826,CC(C)(C)c1cc(CCC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,3420.0,Intermediate
CHEMBL4283390,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,2230.0,Intermediate
CHEMBL4286736,CC(C)(C)c1cc(C(=O)CNCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,2440.0,Intermediate
CHEMBL4279488,CC(C)(C)c1cc(C(=O)CNCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,1380.0,Intermediate
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,48.0,Active
CHEMBL4288282,COc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,2120.0,Intermediate
CHEMBL4277644,Cc1ccccc1CN1CCC(CCNC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC1,2510.0,Intermediate
CHEMBL4284895,Cc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,2010.0,Intermediate
CHEMBL4292766,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O,750.0,Active
CHEMBL4295126,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O,1330.0,Intermediate
CHEMBL4284475,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,980.0,Active
CHEMBL4291697,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O,1780.0,Intermediate
CHEMBL4281066,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)c(F)c3)CC2)cc(C(C)(C)C)c1O,1620.0,Intermediate
CHEMBL4293155,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3Cl)CC2)cc(C(C)(C)C)c1O,2440.0,Intermediate
CHEMBL4282558,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(Cl)c3)CC2)cc(C(C)(C)C)c1O,2540.0,Intermediate
CHEMBL4281727,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(Br)cc3)CC2)cc(C(C)(C)C)c1O,3810.0,Intermediate
CHEMBL4292349,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)cc(C(C)(C)C)c1O,3460.0,Intermediate
CHEMBL4278260,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(C#N)cc3)CC2)cc(C(C)(C)C)c1O,2780.0,Intermediate
CHEMBL3819548,O=C(/C=C/c1ccccc1)NCCC1CCN(Cc2ccccc2)CC1,450.0,Active
CHEMBL3819320,O=C(/C=C/c1ccc(O)cc1)NCCC1CCN(Cc2ccccc2)CC1,2510.0,Intermediate
CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,0,Active
CHEMBL4469066,COc1ccc2nc3c(c(NCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3,470.0,Active
CHEMBL4591167,NC12CC3CC(F)(CC(C1)c1cc(NC(=O)CCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc13)C2,2.5,Active
CHEMBL4471659,NC12CC3CC(F)(CC(C1)c1cc(NC(=O)CCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc13)C2,0.3,Active
CHEMBL4558495,FC12CC3CC(NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2,1.4,Active
CHEMBL4469343,FC12CC3CC(NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2,2.0,Active
CHEMBL4462369,O=C(CCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,1.3,Active
CHEMBL4438626,O=C(CCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,1.4,Active
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,14.5,Active
CHEMBL3259988,NC12CC3CC(F)(CC(C1)c1ccccc13)C2,0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,300.0,Active
CHEMBL78010,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1,250000.0,inactive
CHEMBL4438650,COc1ccc(-c2cc(=O)c3cc(OC)c(O)c([C@H]4CCC(=O)N4)c3o2)cc1,18300.0,inactive
CHEMBL4532623,COc1ccc(-c2cc(=O)c3cc(OC)c(O)c([C@@H]4CCC(=O)N4)c3o2)cc1,68000.0,inactive
CHEMBL4537240,O=C(/C=C/c1ccc(OCCCCCCN2CCCC2)cc1)c1ccc(OCCCCCCN2CCCC2)cc1O,780.0,Active
CHEMBL4476091,O=C(/C=C/c1ccccc1)c1ccc(OCCCCCCN2CCCC2)cc1O,3200.0,Intermediate
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,11.0,Active
CHEMBL369768,COc1ccc(/C=C/C(=O)c2ccc3c(c2O)C=CC(C)(C)O3)cc1,74710.0,inactive
CHEMBL4578305,COc1ccc(C2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)cc1,91070.0,inactive
CHEMBL362378,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1,17140.0,inactive
CHEMBL393417,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,126700.0,inactive
CHEMBL241806,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,127180.0,inactive
CHEMBL3311038,COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,121600.0,inactive
CHEMBL3311040,COc1ccc(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,131170.0,inactive
CHEMBL4550657,CC1(C)C=Cc2c(ccc3c2OC(c2ccc(O)cc2)CC3=O)O1,0,Active
CHEMBL240545,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,0,Active
CHEMBL4516315,COC1=CC(=O)C(OC)(OC)C=C1[C@@]1(O)C(=O)c2ccc3c(c2O[C@@H]1CO)C=CC(C)(C)O3,0,Active
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1600.0,Intermediate
CHEMBL362378,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1,29560.0,inactive
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,920.0,Active
CHEMBL255231,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,52400.0,inactive
CHEMBL54470,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCNC2N3)cc1,110.0,Active
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1535.0,Intermediate
CHEMBL2152545,CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C,3800.0,Intermediate
CHEMBL2152545,CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C,3801.89,Intermediate
CHEMBL4583273,CN1c2ccc(OC(=O)NCCCCCCN3CCCC3)cc2CN2CCc3ccccc3C21,880.0,Active
CHEMBL4583273,CN1c2ccc(OC(=O)NCCCCCCN3CCCC3)cc2CN2CCc3ccccc3C21,870.96,Active
CHEMBL4553968,CN1c2ccc(OC(=O)NCCCCCCN3CCCCC3)cc2CN2CCc3ccccc3C21,1200.0,Intermediate
CHEMBL4553968,CN1c2ccc(OC(=O)NCCCCCCN3CCCCC3)cc2CN2CCc3ccccc3C21,1230.27,Intermediate
CHEMBL4533477,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,2.7,Active
CHEMBL4451843,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1c2ccccc2nc2ccccc12,0.0076,Active
CHEMBL4453954,Cc1cc(C)c(S(=O)(=O)Nc2ccc(C3C4=C(CC(C)(C)CC4=O)N(c4ccc(Br)cc4)C4=C3C(=O)CC(C)(C)C4)cc2)c(C)c1,140.0,Active
CHEMBL4450045,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O,1400.0,Intermediate
CHEMBL4470448,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO)c4)CC3)cc2oc1=O,840.0,Active
CHEMBL4464759,Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,890.0,Active
CHEMBL4459482,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO[N+](=O)[O-])c4)CC3)cc2oc1=O,1300.0,Intermediate
CHEMBL4530960,Cc1c(C)c2ccc(OCC3CCN(CCCO[N+](=O)[O-])CC3)cc2oc1=O,860.0,Active
CHEMBL4578377,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO[N+](=O)[O-])c4)CC3)cc2oc1=O,480.0,Active
CHEMBL4173258,C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,530.0,Active
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0,Active
CHEMBL85251,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,0,Active
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,6.0,Active
CHEMBL4537101,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2[nH]ccc12,91.4,Active
CHEMBL4540355,COc1c(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc(Cl)c2[nH]c([Si](C)(C)C)cc12,275.0,Active
CHEMBL4526050,COc1c(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc(Cl)c2[nH]ccc12,20.4,Active
CHEMBL4444843,O=C(CCC1CCN(CC2CCCCC2)CC1)c1cc(Cl)c2[nH]ccc2c1,28.8,Active
CHEMBL4585990,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2[nH]ccc2c1,13.3,Active
CHEMBL4529710,O=C(CCC1CCN(CC2CCCCC2)CC1)c1ccc2[nH]ccc2c1,51.0,Active
CHEMBL4562793,O=C(CCC1CCN(CC2CCCC2)CC1)c1ccc2[nH]ccc2c1,94.0,Active
CHEMBL4567394,CCCCN1CCC(CCC(=O)c2ccc3[nH]ccc3c2)CC1,716.0,Active
CHEMBL4454706,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)ccc2[nH]ccc12,40.0,Active
CHEMBL4559904,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2c1ccn2C,84.4,Active
CHEMBL4541090,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2c1ccn2Cc1ccccc1,260.6,Active
CHEMBL4583738,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2c1ccn2S(=O)(=O)c1ccccc1.O=C(O)/C=C/C(=O)O,559.0,Active
CHEMBL4578844,O=C(CCC1CCN(CC2CCCCC2)CC1)c1ccc2c(ccn2Cc2ccccc2)c1,133.0,Active
CHEMBL4438286,CC1C[C@H]2[C@H](O)[C@@H]3O[C@]4(C1)OC1CCN5CCCC24[C@]13C5,30000.0,inactive
CHEMBL4568349,C=C[C@@H]1[C@@H]2CC3=C(CCC(=O)N3)[C@@]1(N)C[C@H](C)C2,30000.0,inactive
CHEMBL4449395,C[C@@H]1C[C@H]2Cc3ncc(C4CCCCN4)cc3[C@]3(C1)NCCC[C@H]23,30000.0,inactive
CHEMBL79993,O=C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,0,Active
CHEMBL395280,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,33.0,Active
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1700.0,Intermediate
CHEMBL206106,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,1700.0,Intermediate
CHEMBL295124,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,700.0,Active
CHEMBL4548293,COc1cc2c(cc1O)C(Cc1ccc(O)c(Oc3cc(CC4c5cc(O)c(OC)cc5CCN4C)ccc3OC)c1)N(C)CC2,66000.0,inactive
CHEMBL452895,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4,97000.0,inactive
CHEMBL508781,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4,100000.0,inactive
CHEMBL504323,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4,100000.0,inactive
CHEMBL4585711,COc1cc2c(cc1Oc1c3c(cc(OC)c1OC)CCN(C)C3)C(Cc1ccc(O)cc1)N(C)CC2,100000.0,inactive
CHEMBL4590539,CCN(CC)Cc1cc2cc(c1O)Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C)CC3,68000.0,inactive
CHEMBL4434785,COc1cc2c(cc1Oc1c3c(cc(OC)c1OC)CCN(C)C3)C(=O)N(C)CC2,0,Active
CHEMBL11531,COc1ccc2cc3n(c(=O)c2c1OC)CCc1cc2c(cc1-3)OCO2,100000.0,inactive
CHEMBL4444239,COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4cncn4)cc3)C2)cc1OC,955300.0,inactive
CHEMBL4476639,COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4ccnc4)cc3)C2)cc1OC,205600.0,inactive
CHEMBL4448071,COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4cnc5ccccc54)cc3)C2)cc1OC,319200.0,inactive
CHEMBL4465544,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)cc1OC,62800.0,inactive
CHEMBL4576193,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCC(Cc5ccccc5)CC4)cc3)C2)cc1OC,20100.0,inactive
CHEMBL4582736,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(C)CC4)cc3)C2)cc1OC,6500.0,Intermediate
CHEMBL4594199,CCN1CCN(c2ccc(C3CC(c4ccc(OC)c(OC)c4)=NN3C(C)=O)cc2)CC1,47900.0,inactive
CHEMBL4445377,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCC(C)CC4)cc3)C2)cc1OC,77400.0,inactive
CHEMBL4483487,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(c5ccccc5)CC4)cc3)C2)cc1OC,294900.0,inactive
CHEMBL4475612,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)cc1,100200.0,inactive
CHEMBL4532224,CCN1CCN(c2ccc(C3CC(c4ccc(OC)cc4)=NN3C(C)=O)cc2)CC1,221200.0,inactive
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,6.2,Active
CHEMBL14638,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,86100.0,inactive
CHEMBL4589118,Cc1c(OCc2ccccc2)cccc1N1CCN(CCCCCCNc2c3c(nc4c2CCCC4)CCCC3)CC1,14.0,Active
CHEMBL4591636,COc1ccccc1CN1CCN(CCCCCOc2cccc3[nH]c4ccccc4c23)CC1,2400.0,Intermediate
CHEMBL4545210,COc1cc2c(cc1OC)-c1cc(OCCN3CCCCC3)nc(=O)n1CC2,5000.0,Intermediate
CHEMBL4566976,COc1ccc2nc3c(c(NCCCCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3,1600.0,Intermediate
CHEMBL3323035,c1cc2c(cc1OCCCN1CCCCC1)CN1CCCC1=N2,33.9,Active
CHEMBL3323053,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCC2,5400.0,Intermediate
CHEMBL4173258,C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,530.0,Active
CHEMBL1929421,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,810.0,Active
CHEMBL4542112,C#CCOc1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1.Cl,2730.0,Intermediate
CHEMBL4445026,C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(-c3ccccc3)nn2)cc1.Cl,900.0,Active
CHEMBL4443988,Cl.Clc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,7030.0,Intermediate
CHEMBL4526428,Brc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1.Cl,12800.0,inactive
CHEMBL4592037,Cc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1.Cl,3750.0,Intermediate
CHEMBL4553902,COc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1.Cl,2300.0,Intermediate
CHEMBL4557164,Cl.O=C(O)c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,4030.0,Intermediate
CHEMBL4441059,Cl.O=[N+]([O-])c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,1050.0,Intermediate
CHEMBL4447258,Cl.O=[N+]([O-])c1cccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)c1,1460.0,Intermediate
CHEMBL4466829,C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1.Cl,1050.0,Intermediate
CHEMBL4444030,Cl.NS(=O)(=O)c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,1110.0,Intermediate
CHEMBL4580216,S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccccc1,610.0,Active
CHEMBL4435058,S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Cl)cc1,786.0,Active
CHEMBL4435178,S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Br)cc1,571.0,Active
CHEMBL4525409,COc1ccc(NC(=S)NNc2c3c(nc4ccccc24)CCCC3)cc1,293.0,Active
CHEMBL4458648,S=C(NCc1ccccc1)NNc1c2c(nc3ccccc13)CCCC2,218.0,Active
CHEMBL4556651,C=CCNC(=S)NNc1c2c(nc3ccccc13)CCCC2,5770.0,Intermediate
CHEMBL4459154,NS(=O)(=O)c1ccc(NC(=S)NNc2c3c(nc4ccccc24)CCCC3)cc1,961.0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,412.0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,400.0,Active
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,3800.0,Intermediate
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,30.0,Active
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,4150.0,Intermediate
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,5.7,Active
CHEMBL4536838,COc1ccc2[nH]cc(CCNC(=O)CN(CCC3CCN(Cc4ccccc4)CC3)C(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,30.7,Active
CHEMBL4541077,COc1ccc2[nH]cc(CCNC(=O)CN(CCCC3CCN(Cc4ccccc4)CC3)C(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,26.2,Active
CHEMBL4456928,c1ccc2c(NCc3ccc(-c4ccc(CNc5c6c(nc7ccccc57)CCCC6)cc4)cc3)c3c(nc2c1)CCCC3,3.61,Active
CHEMBL4522757,O=C(/C=C/c1ccc(OCc2ccccc2)cc1)NCCNc1c2c(nc3ccccc13)CCCC2,60.6,Active
CHEMBL4534662,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccccc1,55.1,Active
CHEMBL4451532,COc1cc2oc(-c3ccc(NCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,1.63,Active
CHEMBL4466652,COc1cc2oc(-c3ccc(NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,1.9,Active
CHEMBL4569511,COc1cc2oc(-c3ccc(NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,5.15,Active
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,20.0,Active
CHEMBL140476,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,0.78,Active
CHEMBL140476,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,123.0,Active
CHEMBL140476,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,0.32,Active
CHEMBL4443426,O=C(CCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL199861,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL199670,O=C(CCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL4556734,O=C(CCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL383663,O=C(CCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL381499,O=C(CCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL4448350,O=C(CCCCCNc1c2c(nc3c(Cl)cccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL199538,O=C(CCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL199585,O=C(CCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL4590945,O=C(CCCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL4543251,O=C(CCCCCNc1c2c(nc3ccc(F)cc13)CCCC2)NCCc1c[nH]c2ccccc12,0.000005,Active
CHEMBL4455677,COc1ccc2[nH]cc(CCNC(=O)CCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,0.000005,Active
CHEMBL199454,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,0.000005,Active
CHEMBL382260,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,0.000005,Active
CHEMBL4532770,COc1ccc2[nH]cc(CCNC(=O)CCCCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,0.000005,Active
CHEMBL199748,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1,0.000005,Active
CHEMBL200008,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cccc(Cl)c35)CCCC4)c2c1,0.000005,Active
CHEMBL4468781,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)c2c1,0.000005,Active
CHEMBL372202,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)c2c1,0.000005,Active
